COMMENT,,LineData,"Cooling$NReady To$NRelease",,"LineData[3].INTERLOCKS.1"
COMMENT,,LineData,"Cooling$NRelease In Transition",,"LineData[3].INTERLOCKS.2"
COMMENT,,LineData,"Cooling$NBlocked",,"LineData[3].INTERLOCKS.3"
COMMENT,,LineData,"Cooling$NStarved",,"LineData[3].INTERLOCKS.4"
COMMENT,,LineData,"Cooling Place Holder",,"LineData[3].INTERLOCKS.26"
COMMENT,,LineData,"Cooling Active In-Cycle",,"LineData[3].INTERLOCKS.27"
COMMENT,,LineData,"Cooling Place Holder",,"LineData[3].INTERLOCKS.28"
COMMENT,,LineData,"Cooling Scrap Alarm Exist",,"LineData[3].INTERLOCKS.29"
COMMENT,,LineData,"Cooling Auto Mode",,"LineData[3].INTERLOCKS.30"
COMMENT,,LineData,"Tray Loader$NReady To$NAccept",,"LineData[4].INTERLOCKS.0"
COMMENT,,LineData,"Tray Loader$NReady To Release",,"LineData[4].INTERLOCKS.1"
COMMENT,,LineData,"Tray Loader$NRelease In Transition",,"LineData[4].INTERLOCKS.2"
COMMENT,,LineData,"Tray Loader$NBlocked",,"LineData[4].INTERLOCKS.3"
COMMENT,,LineData,"Tray Loader$NStarved",,"LineData[4].INTERLOCKS.4"
COMMENT,,LineData,"Tray Loader Place Holder",,"LineData[4].INTERLOCKS.26"
COMMENT,,LineData,"Tray Loader Active In-Cycle",,"LineData[4].INTERLOCKS.27"
COMMENT,,LineData,"Tray Loader Place Holder",,"LineData[4].INTERLOCKS.28"
COMMENT,,LineData,"Tray Loader Scrap Alarm Exist",,"LineData[4].INTERLOCKS.29"
COMMENT,,LineData,"Tray Loader Auto Mode",,"LineData[4].INTERLOCKS.30"
COMMENT,,LineData,"Tray Wrapper$NReady To$NAccept",,"LineData[5].INTERLOCKS.0"
COMMENT,,LineData,"Tray Wrapper$NReady To$NRelease",,"LineData[5].INTERLOCKS.1"
COMMENT,,LineData,"Tray Wrapper$NRelease In Transition",,"LineData[5].INTERLOCKS.2"
COMMENT,,LineData,"Tray Wrapper$NBlocked",,"LineData[5].INTERLOCKS.3"
COMMENT,,LineData,"Tray Wrapper$NStarved",,"LineData[5].INTERLOCKS.4"
COMMENT,,LineData,"Tray Wrapper Place Holder",,"LineData[5].INTERLOCKS.26"
COMMENT,,LineData,"Tray Wrapper Active In-Cycle",,"LineData[5].INTERLOCKS.27"
COMMENT,,LineData,"Tray Wrapper Place Holder",,"LineData[5].INTERLOCKS.28"
COMMENT,,LineData,"Tray Wrapper Scrap Alarm Exist",,"LineData[5].INTERLOCKS.29"
COMMENT,,LineData,"Tray Wrapper Auto Mode",,"LineData[5].INTERLOCKS.30"
COMMENT,,LineData,"Case Packer$NReady To$NAccept",,"LineData[6].INTERLOCKS.0"
COMMENT,,LineData,"Case Packer$NReady To$NRelease",,"LineData[6].INTERLOCKS.1"
COMMENT,,LineData,"Case Packer$NRelease In Transition",,"LineData[6].INTERLOCKS.2"
COMMENT,,LineData,"Case Packer$NBlocked",,"LineData[6].INTERLOCKS.3"
COMMENT,,LineData,"Case Packer$NStarved",,"LineData[6].INTERLOCKS.4"
COMMENT,,LineData,"Case Packer Place Holder",,"LineData[6].INTERLOCKS.26"
COMMENT,,LineData,"Case Packer Active In-Cycle",,"LineData[6].INTERLOCKS.27"
COMMENT,,LineData,"Case Packer Place Holder",,"LineData[6].INTERLOCKS.28"
COMMENT,,LineData,"Case Packer Scrap Alarm Exist",,"LineData[6].INTERLOCKS.29"
COMMENT,,LineData,"Case Packer Auto Mode",,"LineData[6].INTERLOCKS.30"
COMMENT,,LineData,"Palletizer$NReady To$NAccept",,"LineData[7].INTERLOCKS.0"
COMMENT,,LineData,"Palletizer$NReady To$NRelease",,"LineData[7].INTERLOCKS.1"
COMMENT,,LineData,"Palletizer$NRelease In Transition",,"LineData[7].INTERLOCKS.2"
COMMENT,,LineData,"Palletizer$NBlocked",,"LineData[7].INTERLOCKS.3"
COMMENT,,LineData,"Palletizer$NStarved",,"LineData[7].INTERLOCKS.4"
COMMENT,,LineData,"Palletizer Place Holder",,"LineData[7].INTERLOCKS.26"
COMMENT,,LineData,"Palletizer Active In-Cycle",,"LineData[7].INTERLOCKS.27"
COMMENT,,LineData,"Palletizer Place Holder",,"LineData[7].INTERLOCKS.28"
COMMENT,,LineData,"Palletizer Scrap Alarm Exist",,"LineData[7].INTERLOCKS.29"
COMMENT,,LineData,"Palletizer Auto Mode",,"LineData[7].INTERLOCKS.30"
COMMENT,,LineData,"Shrink Wrap$NReady To$NAccept",,"LineData[8].INTERLOCKS.0"
COMMENT,,LineData,"Shrink Wrap$NReady To$NRelease",,"LineData[8].INTERLOCKS.1"
COMMENT,,LineData,"Shrink Wrap$NRelease In Transition",,"LineData[8].INTERLOCKS.2"
COMMENT,,LineData,"Shrink Wrap$NBlocked",,"LineData[8].INTERLOCKS.3"
COMMENT,,LineData,"Shrink Wrap$NStarved",,"LineData[8].INTERLOCKS.4"
COMMENT,,LineData,"Shrink Wrap Place Holder",,"LineData[8].INTERLOCKS.26"
COMMENT,,LineData,"Shrink Wrap Active In-Cycle",,"LineData[8].INTERLOCKS.27"
COMMENT,,LineData,"Shrink Wrap Place Holder",,"LineData[8].INTERLOCKS.28"
COMMENT,,LineData,"Shrink Wrap Scrap Alarm Exist",,"LineData[8].INTERLOCKS.29"
COMMENT,,LineData,"Shrink Wrap Auto Mode",,"LineData[8].INTERLOCKS.30"
COMMENT,,LineData,"Ready To$NAccept",,"LineData[9].INTERLOCKS.0"
COMMENT,,LineData,"Ready To$NRelease",,"LineData[9].INTERLOCKS.1"
COMMENT,,LineData,"Release In Transition",,"LineData[9].INTERLOCKS.2"
COMMENT,,LineData,"Blocked",,"LineData[9].INTERLOCKS.3"
COMMENT,,LineData,"Starved",,"LineData[9].INTERLOCKS.4"
TAG,,LineEventLoss,"","Base_Line_Event","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,LineGoodParts,"Line Good Parts","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,LineInternalEnergy,"Internal Structure for Line Energy Intensity","REAL[10]","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,LineInternalEnergy,"Mixer Odometer",,"LineInternalEnergy[0]"
COMMENT,,LineInternalEnergy,"Depositor Odometer",,"LineInternalEnergy[1]"
COMMENT,,LineInternalEnergy,"Oven Odometer",,"LineInternalEnergy[2]"
COMMENT,,LineInternalEnergy,"Cooling Odometer",,"LineInternalEnergy[3]"
COMMENT,,LineInternalEnergy,"Loader Odometer",,"LineInternalEnergy[4]"
COMMENT,,LineInternalEnergy,"Wrapper Odometer",,"LineInternalEnergy[5]"
COMMENT,,LineInternalEnergy,"Packer Odometer",,"LineInternalEnergy[6]"
COMMENT,,LineInternalEnergy,"Palletizer Odometer",,"LineInternalEnergy[7]"
COMMENT,,LineInternalEnergy,"Shrink Wrapper Odometer",,"LineInternalEnergy[8]"
TAG,,LineTotalParts,"Line Total Parts","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,LineWorkcell,"Line Based Workcell","FTM_Workcell","","(Constant := false, ExternalAccess := Read/Write)"
COMMENT,,LineWorkcell,"Ideal Cycle Time at Shrink Wrapper",,"LineWorkcell.IDEALCT"
COMMENT,,LineWorkcell,"Line Good  Parts",,"LineWorkcell.GOODPARTS"
COMMENT,,LineWorkcell,"Line Scrap Parts",,"LineWorkcell.SCRAPPARTS"
COMMENT,,LineWorkcell,"Line Total Parts",,"LineWorkcell.TOTALPARTS"
COMMENT,,LineWorkcell,"Line Shift Number",,"LineWorkcell.SHIFT"
COMMENT,,LineWorkcell,"Line Running",,"LineWorkcell.RUNNING"
COMMENT,,LineWorkcell,"Line Available",,"LineWorkcell.MONITORED_AVAILABILITY"
TAG,,Line_HR_Disable,"Hour that Mixer Auto will be disabled$N# > 23 Disables","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,mDemandFactor,"This is a demand factor to account for variation in scale","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,mDemandStart,"Demand kWh Starting Value","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mixer_TimeFactor,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,mLineDemand,"Line Demand on Total Electrical Energy per Minute","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,mLineGasTherm,"Line Gas Odometer Therms","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,mLinekWh,"Line Electrical Odometer kWh","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,mLineTotalEnergykWh,"Line Total Energy kWh","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,mMachineControls,"Separate Control Bits for each of the Machines","DINT[10]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,mMachineControls,"Line",,"mMachineControls[0]"
COMMENT,,mMachineControls,"Mixer",,"mMachineControls[1]"
COMMENT,,mMachineControls,"Productive",,"mMachineControls[1].0"
COMMENT,,mMachineControls,"Depositor",,"mMachineControls[2]"
COMMENT,,mMachineControls,"Productive",,"mMachineControls[2].0"
COMMENT,,mMachineControls,"Oven",,"mMachineControls[3]"
COMMENT,,mMachineControls,"Productive",,"mMachineControls[3].0"
COMMENT,,mMachineControls,"Cooling",,"mMachineControls[4]"
COMMENT,,mMachineControls,"Productive",,"mMachineControls[4].0"
COMMENT,,mMachineControls,"Tray Loader",,"mMachineControls[5]"
COMMENT,,mMachineControls,"Productive",,"mMachineControls[5].0"
COMMENT,,mMachineControls,"Tray Wrapper",,"mMachineControls[6]"
COMMENT,,mMachineControls,"Productive",,"mMachineControls[6].0"
COMMENT,,mMachineControls,"Packer",,"mMachineControls[7]"
COMMENT,,mMachineControls,"Productive",,"mMachineControls[7].0"
COMMENT,,mMachineControls,"Palletizer",,"mMachineControls[8]"
COMMENT,,mMachineControls,"Productive",,"mMachineControls[8].0"
COMMENT,,mMachineControls,"Shrink Wrapper",,"mMachineControls[9]"
COMMENT,,mMachineControls,"Productive",,"mMachineControls[9].0"
TAG,,Mode,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,Mode,"Mixer Mode",,"Mode.0"
COMMENT,,Mode,"Depositor Mode",,"Mode.1"
COMMENT,,Mode,"Oven Mode",,"Mode.2"
COMMENT,,Mode,"Cooling Mode",,"Mode.3"
COMMENT,,Mode,"Loader Mode",,"Mode.4"
COMMENT,,Mode,"Wrapper Mode",,"Mode.5"
COMMENT,,Mode,"Packer Mode",,"Mode.6"
COMMENT,,Mode,"Palletizer Mode",,"Mode.7"
COMMENT,,Mode,"Shrink Wrapper Mode",,"Mode.8"
COMMENT,,Mode,"Line Strip Mode",,"Mode.10"
COMMENT,,Mode,"Line Performance Use Shift Counts",,"Mode.11"
COMMENT,,Mode,"Clear Part Count Odometer",,"Mode.14"
COMMENT,,Mode,"Humidity Impact on CycleTime Disabled",,"Mode.16"
COMMENT,,Mode,"Enable CIP Once an Hour",,"Mode.30"
COMMENT,,Mode,"Line is Stripped Out",,"Mode.31"
TAG,,Moisture,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,mRAETestCounter,"RAE Test Counter for Debug","COUNTER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,mShiftCIP,"CIP Shift Count","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,mVersion_Major,"Major Version$NKEEP THIS TAG","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,mVersion_Minor,"Minor Version$NKEEP THIS TAG","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,NoBatchID,"BatchID when there is no Batch Running","STRING","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,OutNoise,"","Noise","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,POWER,"","AOI_SineWave","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,POWER_Settings,"","UDT_SineWave","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,PRESSURE,"","AOI_SineWave","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,PRESSURE_Settings,"","UDT_SineWave","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,Prod_ID,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,ProgAckAll,"To Be replaced by $Qactual Tag$Q","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,ProgDisable,"To Be replaced by $Qactual Tag$Q","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,ProgEnable,"To Be replaced by $Qactual Tag$Q","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,ProgReset,"To Be replaced by $Qactual Tag$Q","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,PumpDemo,"","PumpDemo","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,raC_SO_Node,"","raC_Opr_SO_Node","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,raC_SO_SOG,"","raC_UDT_SO_Global","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,raC_SO_Timer,"","raC_Tec_SO_Tmr","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,RAE_CL,"","RAE_PerformanceMetric","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,ResetShiftParts,"Reset Shift Parts","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,ResetShiftParts,"Mixer Shift Reset",,"ResetShiftParts.0"
COMMENT,,ResetShiftParts,"Depositor Shift Reset",,"ResetShiftParts.1"
COMMENT,,ResetShiftParts,"Oven Shift Reset",,"ResetShiftParts.2"
COMMENT,,ResetShiftParts,"Cooling Shift Reset",,"ResetShiftParts.3"
COMMENT,,ResetShiftParts,"Loader Shift Reset",,"ResetShiftParts.4"
COMMENT,,ResetShiftParts,"Wrapper Shift Reset",,"ResetShiftParts.5"
COMMENT,,ResetShiftParts,"Packer Shift Reset",,"ResetShiftParts.6"
COMMENT,,ResetShiftParts,"Palletizer Shift Reset",,"ResetShiftParts.7"
COMMENT,,ResetShiftParts,"ShrinkWrapper Shift Reset",,"ResetShiftParts.8"
TAG,,Sample_BOOL,"Motor 2B$NFTView Demo Tag","BOOL","","(EngineeringUnit := ""Motor"", State0 := ""Stopped"", State1 := ""Running"", RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Sample_DINT,"Production Count$NFTView Demo Tag","DINT","","(EngineeringUnit := ""units"", Max := ""2500"", Min := ""0"", RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Sample_REAL,"Actual Length$NFTView Demo Tag","REAL","","(EngineeringUnit := ""meters"", Max := ""30000.0"", Min := ""1000.0"", RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,Sharon_DINT,"FTView Demo Tag","DINT[10]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Sharon_REAL,"FTView Demo Tag","REAL[10]","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,ShiftChange,"Shift Change Flag","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Shift_Minutes,"This is the number of minutes in a shift -","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Shift_Number,"This is the shift number","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Shift_StartTime,"Shift Start Time","STRING","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,Shift_Timer,"This is the shift timer when this timer times out then the shift number is indexed","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,shrlckhmi,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,SQOffTimer,"Square Wave Off Time","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,SQOnTimer,"Square Wave On Time","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,state0,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,StepNotActiveString,"Proceedure Name  When No Step is active","STRING","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,Sts_AtVal,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Temp_F,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,Temp_Predict,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,Timer,"","FBD_TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,Timer1000ms,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,Time_Clock,"","Base_Clock","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,Val_CurrentOperation,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,WallClock,"Controller Wall Clock - updated Once a second","DINT[7]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,WallClock,"Year",,"WallClock[0]"
COMMENT,,WallClock,"Month",,"WallClock[1]"
COMMENT,,WallClock,"Day",,"WallClock[2]"
COMMENT,,WallClock,"Hour",,"WallClock[3]"
COMMENT,,WallClock,"Minute",,"WallClock[4]"
COMMENT,,WallClock,"Second",,"WallClock[5]"
COMMENT,,WallClock,"Microsecond",,"WallClock[6]"
TAG,,WatchDog_Limit,"WatchDog Threshold$NDefault is 500ms or$N500,000 us","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,x,"FTViewDemo Tag","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,y,"FTViewDemo Tag","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,y2,"FTViewDemo Tag","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,z,"FTViewDemo Tag","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,Zero,"Contains a Sting of 0 that is used as a constant in When the BatchID is for example 8 the batch should be Widget0008","STRING","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,Zone1_Temp_PV,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,Zone2_Temp_PV,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,ZPredictCycleTime,"LogixAI Predicted Cycle Time","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
TAG,CLMake,CycleTime,"","Base_CycleTime","","(Constant := false, ExternalAccess := Read/Write)"
TAG,CLMake,mBatchID_Holding,"","STRING","","(Constant := false, ExternalAccess := Read/Write)"
TAG,CLMake,mBatch_Seed,"","STRING","","(Constant := false, ExternalAccess := Read/Write)"
TAG,CLMake,mControl,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
COMMENT,CLMake,mControl,"Machine UDT Step String Update String",,"mControl.0"
COMMENT,CLMake,mControl,"We Do NOT have an Alarm",,"mControl.6"
COMMENT,CLMake,mControl,"Cycle Complete$NCheck for Starve Condition",,"mControl.7"
COMMENT,CLMake,mControl,"Run Next Cycle",,"mControl.8"
COMMENT,CLMake,mControl,"CycleTime Block",,"mControl.9"
COMMENT,CLMake,mControl,"Step 1 Load Complete",,"mControl.11"
COMMENT,CLMake,mControl,"Step 2 Run Complete",,"mControl.12"
COMMENT,CLMake,mControl,"Step 3 Unload Complete",,"mControl.13"
COMMENT,CLMake,mControl,"Manual Set$NStarve Condition",,"mControl.15"
COMMENT,CLMake,mControl,"Enable AutoStart First Scan",,"mControl.16"
COMMENT,CLMake,mControl,"AutoStart First Scan",,"mControl.17"
COMMENT,CLMake,mControl,"Scrap Alarm Present",,"mControl.18"
COMMENT,CLMake,mControl,"CLMake Reset",,"mControl.21"
COMMENT,CLMake,mControl,"Set BatchID$NTo$NNOBatchID",,"mControl.22"
COMMENT,CLMake,mControl,"One-Shot Control Bit",,"mControl.23"
COMMENT,CLMake,mControl,"One-Shot Control Bit",,"mControl.24"
COMMENT,CLMake,mControl,"Reset Button$NMust be in Single Cycle Mode$N(Not Auto)",,"mControl.25"
COMMENT,CLMake,mControl,"Start$NUse this for One-Shot Start Button",,"mControl.26"
COMMENT,CLMake,mControl,"One-Shot Control Bit",,"mControl.27"
COMMENT,CLMake,mControl,"Stop Machine",,"mControl.28"
COMMENT,CLMake,mControl,"Actual Start Button",,"mControl.29"
COMMENT,CLMake,mControl,"Auto Mode",,"mControl.30"
TAG,CLMake,mCycleCount,"","COUNTER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,CLMake,mCycleTimer,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,CLMake,mGoodPartODO,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
